"datasetName","decimalLongitude","decimalLatitude","basisOfRecord","scientificName"
"obis",149.267,-21.2713,"HumanObservation","Natator depressus"
"obis",132.32286,-11.57359,"HumanObservation","Natator depressus"
"obis",139.48,-16.6895,"HumanObservation","Natator depressus"
"obis",148.3667,-19.9833,"HumanObservation","Natator depressus"
"obis",148.80111,-19.99833,"HumanObservation","Natator depressus"
"obis",141.52333,-12.51667,"HumanObservation","Natator depressus"
"obis",143.5,-10.5,"MachineObservation","Natator depressus"
"obis",150.8267,-23.2367,"HumanObservation","Natator depressus"
"obis",130.97833,-11.33667,"HumanObservation","Natator depressus"
"obis",136.58333,-11.75667,"HumanObservation","Natator depressus"
"obis",150.189,-22.3222,"HumanObservation","Natator depressus"
"obis",149.9238,-21.4777,"HumanObservation","Natator depressus"
"obis",136.39085,-13.70629,"HumanObservation","Natator depressus"
"obis",136.91167,-13.77333,"HumanObservation","Natator depressus"
"obis",142.1467,-10.2117,"HumanObservation","Natator depressus"
"obis",148.7504,-20.4742,"HumanObservation","Natator depressus"
"obis",148.7326,-20.7178,"HumanObservation","Natator depressus"
"obis",149.6054,-20.8664,"HumanObservation","Natator depressus"
"obis",149.5894,-20.8675,"HumanObservation","Natator depressus"
"obis",139.4546,-16.6673,"HumanObservation","Natator depressus"
"obis",137.13333,-15.95833,"HumanObservation","Natator depressus"
"obis",150.2788,-21.6788,"HumanObservation","Natator depressus"
"obis",149.637,-21.6762,"HumanObservation","Natator depressus"
"obis",136.557,-13.07647,"HumanObservation","Natator depressus"
"obis",143.4333,-9.6833,"HumanObservation","Natator depressus"
"obis",150.0816,-22.1606,"HumanObservation","Natator depressus"
"obis",148.6765,-20.5579,"HumanObservation","Natator depressus"
"obis",130.776,-12.48,"PreservedSpecimen","Natator depressus"
"obis",136.58667,-11.755,"HumanObservation","Natator depressus"
"obis",149.4442,-21.8142,"HumanObservation","Natator depressus"
"obis",136.90383,-13.66267,"HumanObservation","Natator depressus"
"obis",150.8933,-23.0567,"HumanObservation","Natator depressus"
"obis",136.91833,-13.78917,"HumanObservation","Natator depressus"
"obis",142.1583,-10.2167,"HumanObservation","Natator depressus"
"obis",136.9295,-14.34353,"HumanObservation","Natator depressus"
"obis",136.1683,-14.225,"PreservedSpecimen","Natator depressus"
"obis",142.65,-9.77,"HumanObservation","Natator depressus"
"obis",136.2567,-13.595,"HumanObservation","Natator depressus"
"obis",142.0694,-10.2617,"HumanObservation","Natator depressus"
"obis",136.70899,-12.65614,"HumanObservation","Natator depressus"
"obis",143.5113,-13.0625,"HumanObservation","Natator depressus"
"obis",139.5958,-17.1347,"HumanObservation","Natator depressus"
"obis",139.8167,-15.9833,"PreservedSpecimen","Natator depressus"
"obis",114.5,-21.5,"MachineObservation","Natator depressus"
"obis",130.43333,-12.51667,"HumanObservation","Natator depressus"
"obis",142.1276,-10.0294,"HumanObservation","Natator depressus"
"obis",136.16782,-12.36856,"HumanObservation","Natator depressus"
"obis",142.0617,-10.2321,"HumanObservation","Natator depressus"
"obis",136.9642,-14.2983,"HumanObservation","Natator depressus"
"obis",132.15,-11.15,"PreservedSpecimen","Natator depressus"
"obis",143.404,-12.7589,"HumanObservation","Natator depressus"
"obis",136.92883,-14.16667,"HumanObservation","Natator depressus"
"obis",150.127,-21.992,"HumanObservation","Natator depressus"
"obis",132.90119,-11.16526,"HumanObservation","Natator depressus"
"obis",136.834,-14.33617,"HumanObservation","Natator depressus"
"obis",149.6424,-21.9329,"HumanObservation","Natator depressus"
"obis",135.97683,-11.67575,"HumanObservation","Natator depressus"
"obis",141.50033,-12.5045,"HumanObservation","Natator depressus"
"obis",118.5,-19.5,"MachineObservation","Natator depressus"
"obis",137.69,-16.22,"HumanObservation","Natator depressus"
"obis",152.58444,-24.83167,"HumanObservation","Natator depressus"
"obis",142.293,-10.7191,"HumanObservation","Natator depressus"
"obis",121.98934,-17.88232,"HumanObservation","Natator depressus"
"obis",130.42,-12.53833,"HumanObservation","Natator depressus"
"obis",149.4348,-20.9324,"HumanObservation","Natator depressus"
"obis",136.8237,-14.174,"HumanObservation","Natator depressus"
"obis",143.075,-11.1583,"HumanObservation","Natator depressus"
"obis",132,-11.12167,"HumanObservation","Natator depressus"
"obis",136.878,-15.62717,"HumanObservation","Natator depressus"
"obis",142.9034,-11.8766,"HumanObservation","Natator depressus"
"obis",132.5,-11.5,"MachineObservation","Natator depressus"
"obis",150.05,-22.13333,"PreservedSpecimen","Natator depressus"
"obis",150.2258,-21.6527,"HumanObservation","Natator depressus"
"obis",140.7339,-17.5141,"HumanObservation","Natator depressus"
"obis",136.08583,-11.59833,"HumanObservation","Natator depressus"
"obis",140.5,-14.5,"MachineObservation","Natator depressus"
"obis",136.9717,-14.2467,"HumanObservation","Natator depressus"
"obis",152.605,-22.3933,"HumanObservation","Natator depressus"
"obis",150.1533,-21.9852,"HumanObservation","Natator depressus"
"obis",139.5555,-17.0356,"HumanObservation","Natator depressus"
"obis",142.19,-10.545,"HumanObservation","Natator depressus"
"obis",149.8028,-21.895,"HumanObservation","Natator depressus"
"obis",135.755,-11.9267,"HumanObservation","Natator depressus"
"obis",136.075,-11.75833,"HumanObservation","Natator depressus"
"obis",142.2083,-9.9565,"HumanObservation","Natator depressus"
"obis",143.7194,-13.6556,"HumanObservation","Natator depressus"
"obis",137.5,-14.5,"MachineObservation","Natator depressus"
"obis",135.9485,-11.68983,"HumanObservation","Natator depressus"
"obis",132.85284,-11.0569,"HumanObservation","Natator depressus"
"obis",149.1151,-20.5994,"HumanObservation","Natator depressus"
"obis",129.78483,-13.70017,"HumanObservation","Natator depressus"
"obis",149.7972,-21.8345,"HumanObservation","Natator depressus"
"obis",136.4,-11.9,"HumanObservation","Natator depressus"
"obis",136.85334,-14.62,"HumanObservation","Natator depressus"
"obis",136.95833,-12.36667,"HumanObservation","Natator depressus"
"obis",135.94817,-11.68767,"HumanObservation","Natator depressus"
"obis",150.1472,-22.2587,"HumanObservation","Natator depressus"
"obis",143.0217,-11.4883,"HumanObservation","Natator depressus"
"obis",129.361,-14.403,"HumanObservation","Natator depressus"
"obis",142.0998,-10.2773,"HumanObservation","Natator depressus"
"obis",130.35333,-12.82117,"HumanObservation","Natator depressus"
"obis",135.74,-11.93,"HumanObservation","Natator depressus"
"obis",152.45,-21.78,"HumanObservation","Natator depressus"
"obis",136.775,-14.14333,"HumanObservation","Natator depressus"
"obis",134.15452,-11.94191,"HumanObservation","Natator depressus"
"obis",149.8995,-21.0155,"HumanObservation","Natator depressus"
"obis",148.7159,-20.6649,"HumanObservation","Natator depressus"
"obis",151.7667,-24.0117,"HumanObservation","Natator depressus"
"obis",149.2235,-21.1107,"HumanObservation","Natator depressus"
"obis",130.87,-12.35,"HumanObservation","Natator depressus"
"obis",133.001,-11.33667,"HumanObservation","Natator depressus"
"obis",148.9876,-20.8948,"HumanObservation","Natator depressus"
"obis",151.7617,-24.0367,"HumanObservation","Natator depressus"
"obis",129.5,-12.5,"MachineObservation","Natator depressus"
"obis",142.0829,-10.129,"HumanObservation","Natator depressus"
"obis",142.0613,-10.2644,"HumanObservation","Natator depressus"
"obis",139.1609,-16.7507,"HumanObservation","Natator depressus"
"obis",136.7,-12.93333,"PreservedSpecimen","Natator depressus"
"obis",136.467,-13.95,"PreservedSpecimen","Natator depressus"
"obis",152.43861,-24.79417,"HumanObservation","Natator depressus"
"obis",127.5,-13.5,"MachineObservation","Natator depressus"
"obis",139.4472,-16.67,"HumanObservation","Natator depressus"
"obis",149.2815,-20.7985,"HumanObservation","Natator depressus"
"obis",115.5,-19.5,"MachineObservation","Natator depressus"
"obis",135.81282,-12.15,"HumanObservation","Natator depressus"
"obis",130.355,-12.70517,"HumanObservation","Natator depressus"
"obis",136.03833,-12.07833,"HumanObservation","Natator depressus"
"obis",148.8998,-20.8678,"HumanObservation","Natator depressus"
"obis",142.145,-10.125,"HumanObservation","Natator depressus"
"obis",151.7333,-23.55,"HumanObservation","Natator depressus"
"obis",139.8533,-17.6017,"HumanObservation","Natator depressus"
"obis",150.3067,-21.4713,"HumanObservation","Natator depressus"
"obis",149.2667,-20.7952,"HumanObservation","Natator depressus"
"obis",143.2667,-9.7667,"HumanObservation","Natator depressus"
"obis",143.0183,-11.1133,"HumanObservation","Natator depressus"
"obis",136.86833,-14.305,"HumanObservation","Natator depressus"
"obis",136.03417,-11.80083,"HumanObservation","Natator depressus"
"obis",143.55,-9.5167,"HumanObservation","Natator depressus"
"obis",120.5,-19.5,"MachineObservation","Natator depressus"
"obis",148.7229,-20.6348,"HumanObservation","Natator depressus"
"obis",144.5,-14.5,"MachineObservation","Natator depressus"
"obis",136.46783,-13.21939,"HumanObservation","Natator depressus"
"obis",142.82,-10.1483,"HumanObservation","Natator depressus"
"obis",130.01667,-13.16,"HumanObservation","Natator depressus"
"obis",151.9167,-24.21,"HumanObservation","Natator depressus"
"obis",136.5,-12.5,"MachineObservation","Natator depressus"
"obis",136.93449,-13.6402,"HumanObservation","Natator depressus"
"obis",149.469,-20.9307,"HumanObservation","Natator depressus"
"obis",142.1222,-10.0176,"HumanObservation","Natator depressus"
"obis",136.78833,-13.995,"HumanObservation","Natator depressus"
"obis",136.8545,-14.29603,"HumanObservation","Natator depressus"
"obis",136.96667,-12.35,"HumanObservation","Natator depressus"
"obis",149.81,-21.4367,"HumanObservation","Natator depressus"
"obis",132.34,-11.13,"HumanObservation","Natator depressus"
"obis",136.8833,-13.6667,"HumanObservation","Natator depressus"
"obis",142.15,-10.7333,"HumanObservation","Natator depressus"
"obis",115.7,-31.8,"PreservedSpecimen","Natator depressus"
"obis",132.9,-11.16524,"HumanObservation","Natator depressus"
"obis",130.883,-11.32767,"HumanObservation","Natator depressus"
"obis",132.3,-11.367,"PreservedSpecimen","Natator depressus"
"obis",143.2,-12.2333,"HumanObservation","Natator depressus"
"obis",142.2719,-10.9137,"HumanObservation","Natator depressus"
"obis",151.31,-23.87,"HumanObservation","Natator depressus"
"obis",131.15267,-11.804,"HumanObservation","Natator depressus"
"obis",152.37,-21.65,"HumanObservation","Natator depressus"
"obis",149.2094,-21.2476,"HumanObservation","Natator depressus"
"obis",148.8378,-20.8268,"HumanObservation","Natator depressus"
"obis",141.4933,-12.6317,"PreservedSpecimen","Natator depressus"
"obis",130.38333,-11.16667,"HumanObservation","Natator depressus"
"obis",136.32783,-13.31272,"HumanObservation","Natator depressus"
"obis",136.85683,-15.52217,"HumanObservation","Natator depressus"
"obis",130.01667,-13.15,"HumanObservation","Natator depressus"
"obis",142.6217,-10.7283,"HumanObservation","Natator depressus"
"obis",130.85121,-12.34859,"HumanObservation","Natator depressus"
"obis",143.5136,-13.0096,"HumanObservation","Natator depressus"
"obis",143.2583,-9.7667,"HumanObservation","Natator depressus"
"obis",149.6637,-21.7196,"HumanObservation","Natator depressus"
"obis",134.9629,-12.02225,"HumanObservation","Natator depressus"
"obis",143.4867,-11.9383,"HumanObservation","Natator depressus"
"obis",142.6,-10.6167,"HumanObservation","Natator depressus"
"obis",143.03,-11.4333,"HumanObservation","Natator depressus"
"obis",149.3107,-21.3954,"HumanObservation","Natator depressus"
"obis",136.37167,-13.71167,"HumanObservation","Natator depressus"
"obis",142.1033,-10.2733,"HumanObservation","Natator depressus"
"obis",139.2183,-17.298,"HumanObservation","Natator depressus"
"obis",136.295,-11.46217,"PreservedSpecimen","Natator depressus"
"obis",135.15117,-11.69858,"HumanObservation","Natator depressus"
"obis",141.9082,-11.9541,"HumanObservation","Natator depressus"
"obis",130.02,-13.11167,"HumanObservation","Natator depressus"
"obis",139.8333,-16.7833,"PreservedSpecimen","Natator depressus"
"obis",151.4367,-23.995,"HumanObservation","Natator depressus"
"obis",152.9525,-25.2837,"HumanObservation","Natator depressus"
"obis",150.3342,-22.2324,"HumanObservation","Natator depressus"
"obis",142.82,-10.2117,"HumanObservation","Natator depressus"
"obis",149.4657,-20.7312,"HumanObservation","Natator depressus"
"obis",149.5766,-21.9699,"HumanObservation","Natator depressus"
"obis",136.6087,-14.2702,"HumanObservation","Natator depressus"
"obis",143.0567,-11.375,"HumanObservation","Natator depressus"
"obis",149.1088,-20.5464,"HumanObservation","Natator depressus"
"obis",149.8132,-21.9901,"HumanObservation","Natator depressus"
"obis",138.3333,-16.7167,"HumanObservation","Natator depressus"
"obis",143.8833,-9.1333,"HumanObservation","Natator depressus"
"obis",138.579,-16.776,"HumanObservation","Natator depressus"
"obis",130.01789,-13.18193,"HumanObservation","Natator depressus"
"obis",149.3242,-21.4263,"HumanObservation","Natator depressus"
"obis",136.7,-12.9333,"PreservedSpecimen","Natator depressus"
"obis",152.7183,-22.3483,"HumanObservation","Natator depressus"
"obis",114.9,-21.6,"PreservedSpecimen","Natator depressus"
"obis",139.85,-15.9833,"PreservedSpecimen","Natator depressus"
"obis",143.85,-11.6,"HumanObservation","Natator depressus"
"obis",130.283,-11.5,"PreservedSpecimen","Natator depressus"
"obis",149.6643,-21.9771,"HumanObservation","Natator depressus"
"obis",148.7624,-20.6923,"HumanObservation","Natator depressus"
"obis",149.3535,-21.5048,"HumanObservation","Natator depressus"
"obis",151.765,-24.0167,"HumanObservation","Natator depressus"
"obis",148.5,-19.5,"MachineObservation","Natator depressus"
"obis",153.525,-27.4283,"HumanObservation","Natator depressus"
"obis",136.8667,-15.55,"HumanObservation","Natator depressus"
"obis",149.8455,-21.9868,"HumanObservation","Natator depressus"
"obis",142.3429,-10.7173,"HumanObservation","Natator depressus"
"obis",142.1567,-10.57,"HumanObservation","Natator depressus"
"obis",152.4717,-24.87,"HumanObservation","Natator depressus"
"obis",142.0621,-10.3518,"HumanObservation","Natator depressus"
"obis",152.43333,-24.78333,"PreservedSpecimen","Natator depressus"
"obis",137.03967,-15.91433,"HumanObservation","Natator depressus"
"obis",142.0582,-10.2593,"HumanObservation","Natator depressus"
"obis",150.9917,-23.1183,"HumanObservation","Natator depressus"
"obis",142.1226,-11.371,"HumanObservation","Natator depressus"
"obis",130.50667,-11.27333,"HumanObservation","Natator depressus"
"obis",149.3157,-21.3745,"HumanObservation","Natator depressus"
"obis",149.4285,-20.7598,"HumanObservation","Natator depressus"
"obis",143.1167,-10.055,"HumanObservation","Natator depressus"
"obis",136.535,-14.25167,"HumanObservation","Natator depressus"
"obis",136.93148,-12.37695,"HumanObservation","Natator depressus"
"obis",150.7933,-23.34,"HumanObservation","Natator depressus"
"obis",142.3665,-10.846,"HumanObservation","Natator depressus"
"obis",133.06875,-11.56942,"HumanObservation","Natator depressus"
"obis",148.7517,-20.4736,"HumanObservation","Natator depressus"
"obis",141.5233,-12.4783,"PreservedSpecimen","Natator depressus"
"obis",141.4812,-15.5008,"HumanObservation","Natator depressus"
"obis",143.4055,-12.8681,"HumanObservation","Natator depressus"
"obis",148.2894,-20.1046,"HumanObservation","Natator depressus"
"obis",136.07633,-11.596,"HumanObservation","Natator depressus"
"obis",143.53,-13.1833,"HumanObservation","Natator depressus"
"obis",149.4298,-20.9236,"HumanObservation","Natator depressus"
"obis",149.4742,-21.5201,"HumanObservation","Natator depressus"
"obis",128.5,-9.5,"MachineObservation","Natator depressus"
"obis",120.5,-15.5,"MachineObservation","Natator depressus"
"obis",143.1791,-12.345,"HumanObservation","Natator depressus"
"obis",150.2567,-21.4854,"HumanObservation","Natator depressus"
"obis",149.0254,-20.2566,"HumanObservation","Natator depressus"
"obis",130.43752,-12.5111,"HumanObservation","Natator depressus"
"obis",150.9317,-23.17,"HumanObservation","Natator depressus"
"obis",133.47,-11.59,"HumanObservation","Natator depressus"
"obis",150.9,-23.095,"HumanObservation","Natator depressus"
"obis",149.2541,-20.8057,"HumanObservation","Natator depressus"
"obis",143.1074,-11.8952,"HumanObservation","Natator depressus"
"obis",149.1567,-21.004,"HumanObservation","Natator depressus"
"obis",143.5167,-13.2615,"HumanObservation","Natator depressus"
"obis",140.05111,-16.78167,"HumanObservation","Natator depressus"
"obis",142.21,-9.9567,"HumanObservation","Natator depressus"
"obis",136.90267,-13.6625,"HumanObservation","Natator depressus"
"obis",149.2554,-21.2487,"HumanObservation","Natator depressus"
"obis",139.7533,-17.5783,"HumanObservation","Natator depressus"
"obis",132.79453,-11.38692,"HumanObservation","Natator depressus"
"obis",149.663,-21.473,"HumanObservation","Natator depressus"
"obis",143.015,-11.1717,"HumanObservation","Natator depressus"
"obis",136.8167,-11.6667,"HumanObservation","Natator depressus"
"obis",149.1851,-20.6829,"HumanObservation","Natator depressus"
"obis",136.5,-14,"HumanObservation","Natator depressus"
"obis",151.0983,-23.2017,"HumanObservation","Natator depressus"
"obis",139.2873,-17.3473,"HumanObservation","Natator depressus"
"obis",149.2833,-20.7833,"HumanObservation","Natator depressus"
"obis",141.5483,-12.3817,"PreservedSpecimen","Natator depressus"
"obis",142.675,-10.1467,"HumanObservation","Natator depressus"
"obis",136.88633,-15.71717,"HumanObservation","Natator depressus"
"obis",139.4652,-16.7054,"HumanObservation","Natator depressus"
"obis",142.0233,-10.8517,"HumanObservation","Natator depressus"
"obis",129.44667,-14.20167,"HumanObservation","Natator depressus"
"obis",149.4828,-21.9697,"HumanObservation","Natator depressus"
"obis",142.1,-10.295,"HumanObservation","Natator depressus"
"obis",149.0692,-20.6645,"HumanObservation","Natator depressus"
"obis",143.4167,-9.75,"HumanObservation","Natator depressus"
"obis",135.99,-12.1433,"HumanObservation","Natator depressus"
"obis",150.0278,-20.9061,"HumanObservation","Natator depressus"
"obis",141.45,-13.9,"PreservedSpecimen","Natator depressus"
"obis",149.8465,-21.9937,"HumanObservation","Natator depressus"
"obis",142.5324,-10.6842,"HumanObservation","Natator depressus"
"obis",143.1327,-12.3487,"HumanObservation","Natator depressus"
"obis",141.9096,-10.6058,"HumanObservation","Natator depressus"
"obis",149.2949,-21.2777,"HumanObservation","Natator depressus"
"obis",143.4433,-12.6291,"HumanObservation","Natator depressus"
"obis",135.685,-14.90667,"HumanObservation","Natator depressus"
"obis",144.02,-11.6,"HumanObservation","Natator depressus"
"obis",145.7121,-16.8025,"HumanObservation","Natator depressus"
"obis",130.04,-13.19,"HumanObservation","Natator depressus"
"obis",136.965,-12.365,"HumanObservation","Natator depressus"
"obis",136.033,-11.8,"PreservedSpecimen","Natator depressus"
"obis",130.15,-11.46,"HumanObservation","Natator depressus"
"obis",135.5,-11.5,"MachineObservation","Natator depressus"
"obis",150.1516,-21.5329,"HumanObservation","Natator depressus"
"obis",146.7719,-19.192,"HumanObservation","Natator depressus"
"obis",136.85,-15.52936,"HumanObservation","Natator depressus"
"obis",149.1516,-20.6753,"HumanObservation","Natator depressus"
"obis",136.29,-14.28,"PreservedSpecimen","Natator depressus"
"obis",149.8267,-22.0264,"HumanObservation","Natator depressus"
"obis",130.833,-12.45,"PreservedSpecimen","Natator depressus"
"obis",116.8,-20.6,"PreservedSpecimen","Natator depressus"
"obis",141.5526,-14.3717,"HumanObservation","Natator depressus"
"obis",141.5233,-12.5167,"PreservedSpecimen","Natator depressus"
"obis",149.5573,-21.9886,"HumanObservation","Natator depressus"
"obis",152.4833,-21.1,"HumanObservation","Natator depressus"
"obis",141.8333,-12.0167,"HumanObservation","Natator depressus"
"obis",150.2869,-22.2333,"HumanObservation","Natator depressus"
"obis",152.33435,-24.73171,"HumanObservation","Natator depressus"
"obis",130.01733,-13.19,"HumanObservation","Natator depressus"
"obis",136.08167,-11.60833,"HumanObservation","Natator depressus"
"obis",149.5,-20.5,"MachineObservation","Natator depressus"
"obis",149.1177,-20.5452,"HumanObservation","Natator depressus"
"obis",142.2833,-9.5633,"HumanObservation","Natator depressus"
"obis",130.35667,-12.81333,"HumanObservation","Natator depressus"
"obis",142.1747,-10.179,"HumanObservation","Natator depressus"
"obis",142.7923,-11.1973,"HumanObservation","Natator depressus"
"obis",143.5117,-12.9632,"HumanObservation","Natator depressus"
"obis",142.2083,-9.965,"HumanObservation","Natator depressus"
"obis",141.6545,-13.2012,"HumanObservation","Natator depressus"
"obis",132.10267,-11.60667,"HumanObservation","Natator depressus"
"obis",130.43217,-11.19217,"HumanObservation","Natator depressus"
"obis",149.6675,-21.987,"HumanObservation","Natator depressus"
"obis",152.9061,-25.2881,"HumanObservation","Natator depressus"
"obis",139.5833,-16.0333,"PreservedSpecimen","Natator depressus"
"obis",150,-22.1333,"HumanObservation","Natator depressus"
"obis",141.425,-9.825,"HumanObservation","Natator depressus"
"obis",150.77,-22.94,"HumanObservation","Natator depressus"
"obis",145.5,-14.5,"MachineObservation","Natator depressus"
"obis",153.5,-27.5,"MachineObservation","Natator depressus"
"obis",149.9091,-22.0639,"HumanObservation","Natator depressus"
"obis",140.06778,-15.99833,"HumanObservation","Natator depressus"
"obis",136.54,-12.04,"HumanObservation","Natator depressus"
"obis",153.39273,-27.64007,"HumanObservation","Natator depressus"
"obis",132.95119,-11.38192,"HumanObservation","Natator depressus"
"obis",151.7667,-24.1233,"HumanObservation","Natator depressus"
"obis",143.0667,-10.05,"HumanObservation","Natator depressus"
"obis",130.35833,-12.80333,"HumanObservation","Natator depressus"
"obis",142.055,-10.3533,"HumanObservation","Natator depressus"
"obis",151.3883,-23.815,"HumanObservation","Natator depressus"
"obis",131.47,-11.59067,"HumanObservation","Natator depressus"
"obis",152.3649,-24.7316,"HumanObservation","Natator depressus"
"obis",143,-10.05,"HumanObservation","Natator depressus"
"obis",136.4733,-11.8483,"HumanObservation","Natator depressus"
"obis",148.8902,-20.8317,"HumanObservation","Natator depressus"
"obis",142.2169,-10.9223,"HumanObservation","Natator depressus"
"obis",132.9,-11.16667,"HumanObservation","Natator depressus"
"obis",149.8164,-21.6221,"HumanObservation","Natator depressus"
"obis",139.85116,-16.6818,"HumanObservation","Natator depressus"
"obis",149.2391,-21.2561,"HumanObservation","Natator depressus"
"obis",149.65942,-21.97343,"HumanObservation","Natator depressus"
"obis",141.0902,-16.8049,"HumanObservation","Natator depressus"
"obis",149.2746,-20.7904,"HumanObservation","Natator depressus"
"obis",150.0513,-22.1322,"HumanObservation","Natator depressus"
"obis",149.9056,-22.0757,"HumanObservation","Natator depressus"
"obis",150.2598,-22.2294,"HumanObservation","Natator depressus"
"obis",115.7,-21.1,"PreservedSpecimen","Natator depressus"
"obis",136.81833,-14.28333,"HumanObservation","Natator depressus"
"obis",142.9883,-11.7283,"HumanObservation","Natator depressus"
"obis",149.6286,-21.2682,"HumanObservation","Natator depressus"
"obis",143.03,-9.9983,"HumanObservation","Natator depressus"
"obis",149.4656,-21.9319,"HumanObservation","Natator depressus"
"obis",149.0963,-20.547,"HumanObservation","Natator depressus"
"obis",149.1972,-21.1656,"HumanObservation","Natator depressus"
"obis",139.8415,-16.7089,"HumanObservation","Natator depressus"
"obis",151.015,-23.4533,"HumanObservation","Natator depressus"
"obis",142.0817,-10.2447,"HumanObservation","Natator depressus"
"obis",150.3077,-21.474,"HumanObservation","Natator depressus"
"obis",152.3833,-21.65,"HumanObservation","Natator depressus"
"obis",133.38983,-11.544,"HumanObservation","Natator depressus"
"obis",148.8671,-20.61,"HumanObservation","Natator depressus"
"obis",149.8351,-21.6574,"HumanObservation","Natator depressus"
"obis",135.68618,-14.90523,"HumanObservation","Natator depressus"
"obis",139.4815,-16.6883,"HumanObservation","Natator depressus"
"obis",130.86788,-12.33192,"HumanObservation","Natator depressus"
"obis",131.46833,-11.39,"HumanObservation","Natator depressus"
"obis",149.11,-20.5516,"HumanObservation","Natator depressus"
"obis",150.1631,-22.0142,"HumanObservation","Natator depressus"
"obis",130.867,-12.35,"PreservedSpecimen","Natator depressus"
"obis",142.7467,-9.8383,"HumanObservation","Natator depressus"
"obis",130.34702,-12.84192,"HumanObservation","Natator depressus"
"obis",150.1689,-22.0018,"HumanObservation","Natator depressus"
"obis",143.9833,-13.45,"HumanObservation","Natator depressus"
"obis",118.10318,-20.26239,"HumanObservation","Natator depressus"
"obis",143.2867,-9.5167,"HumanObservation","Natator depressus"
"obis",118.57734,-20.12627,"HumanObservation","Natator depressus"
"obis",145.5,-15.5,"MachineObservation","Natator depressus"
"obis",142.3689,-10.7149,"HumanObservation","Natator depressus"
"obis",143.0397,-11.1956,"HumanObservation","Natator depressus"
"obis",140.318,-17.6862,"HumanObservation","Natator depressus"
"obis",130.0135,-13.17925,"HumanObservation","Natator depressus"
"obis",142.10056,-10.98167,"HumanObservation","Natator depressus"
"obis",135.93667,-11.76667,"HumanObservation","Natator depressus"
"obis",134.5,-10.5,"MachineObservation","Natator depressus"
"obis",141.4699,-13.9305,"HumanObservation","Natator depressus"
"obis",137.0247,-15.6137,"HumanObservation","Natator depressus"
"obis",141.6883,-12.563,"HumanObservation","Natator depressus"
"obis",151.25,-23.6667,"HumanObservation","Natator depressus"
"obis",153.1333,-26.7,"HumanObservation","Natator depressus"
"obis",130.00967,-13.1685,"HumanObservation","Natator depressus"
"obis",131.09833,-11.29167,"HumanObservation","Natator depressus"
"obis",130.895,-11.30833,"HumanObservation","Natator depressus"
"obis",146.5,-17.5,"MachineObservation","Natator depressus"
"obis",139.7667,-16.8,"PreservedSpecimen","Natator depressus"
"obis",136.82333,-11.67,"HumanObservation","Natator depressus"
"obis",149.8659,-22.0052,"HumanObservation","Natator depressus"
"obis",151,-23.4833,"HumanObservation","Natator depressus"
"obis",122.29491,-18.01373,"HumanObservation","Natator depressus"
"obis",136.0567,-13.3367,"HumanObservation","Natator depressus"
"obis",130.35383,-12.79167,"HumanObservation","Natator depressus"
"obis",151.5663,-33.29006,"HumanObservation","Natator depressus"
"obis",150.3329,-22.2284,"HumanObservation","Natator depressus"
"obis",141.6294,-14.9417,"HumanObservation","Natator depressus"
"obis",152.3833,-23.9,"HumanObservation","Natator depressus"
"obis",141.51833,-12.52167,"HumanObservation","Natator depressus"
"obis",116.5,-20.5,"MachineObservation","Natator depressus"
"obis",142.1,-10.9833,"HumanObservation","Natator depressus"
"obis",149.18333,-21.15,"PreservedSpecimen","Natator depressus"
"obis",150.1611,-22.012,"HumanObservation","Natator depressus"
"obis",150.5,-23.5,"MachineObservation","Natator depressus"
"obis",149.8725,-21.4572,"HumanObservation","Natator depressus"
"obis",149.1505,-20.6695,"HumanObservation","Natator depressus"
"obis",148.9381,-20.8609,"HumanObservation","Natator depressus"
"obis",127.5,-11.5,"MachineObservation","Natator depressus"
"obis",142.1667,-10.2233,"HumanObservation","Natator depressus"
"obis",146.5,-16.5,"MachineObservation","Natator depressus"
"obis",146.6333,-19.0333,"HumanObservation","Natator depressus"
"obis",132.3833,-12.1,"HumanObservation","Natator depressus"
"obis",136.91667,-15.49733,"HumanObservation","Natator depressus"
"obis",132.28867,-11.573,"HumanObservation","Natator depressus"
"obis",142.1001,-10.2936,"HumanObservation","Natator depressus"
"obis",143.3,-11.85,"HumanObservation","Natator depressus"
"obis",136.858,-15.5207,"HumanObservation","Natator depressus"
"obis",130.48833,-11.26,"HumanObservation","Natator depressus"
"obis",136.5,-14.2367,"HumanObservation","Natator depressus"
"obis",149.8824,-21.4674,"HumanObservation","Natator depressus"
"obis",140.5,-12.5,"MachineObservation","Natator depressus"
"obis",127.5,-14.5,"MachineObservation","Natator depressus"
"obis",137.02467,-15.61372,"HumanObservation","Natator depressus"
"obis",149.4637,-20.927,"HumanObservation","Natator depressus"
"obis",150.75,-23.1333,"HumanObservation","Natator depressus"
"obis",149.6589,-21.9593,"HumanObservation","Natator depressus"
"obis",151.94,-24.25,"HumanObservation","Natator depressus"
"obis",130.62999,-12.39166,"PreservedSpecimen","Natator depressus"
"obis",143.95,-11.3833,"HumanObservation","Natator depressus"
"obis",143.3067,-9.8633,"HumanObservation","Natator depressus"
"obis",130.09305,-11.96697,"HumanObservation","Natator depressus"
"obis",136.7657,-13.97245,"HumanObservation","Natator depressus"
"obis",151.88,-24.18,"HumanObservation","Natator depressus"
"obis",141.5946,-14.1053,"HumanObservation","Natator depressus"
